center,left,right,steering,throttle,reverse,
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_50_831.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_50_831.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_50_831.jpg,-0.1782816,0.2,0,15.04722
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_50_922.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_50_922.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_50_922.jpg,-0.1813743,0.2,0,14.50564
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_001.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_001.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_001.jpg,-0.1900901,0.2,0,14.51846
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_102.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_102.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_102.jpg,-0.2159622,0.2,0,15.01684
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_172.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_172.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_172.jpg,-0.2003793,0.2,0,14.4919
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_241.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_241.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_241.jpg,-0.1817805,0.2,0,14.51145
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_314.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_314.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_314.jpg,-0.1737861,0.2,0,15.03631
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_427.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_427.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_427.jpg,-0.1612506,0.2,0,15.04853
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_499.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_499.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_499.jpg,-0.1550842,0.2,0,15.02595
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_573.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_573.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_573.jpg,-0.1515225,0.2,0,14.51269
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_670.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_670.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_670.jpg,-0.1484303,0.2,0,15.03367
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_795.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_795.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_795.jpg,-0.1504713,0.2,0,15.04103
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_880.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_880.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_880.jpg,-0.1598107,0.2,0,14.47791
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_51_953.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_51_953.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_51_953.jpg,-0.1716642,0.2,0,15.07234
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_028.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_028.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_028.jpg,-0.1615098,0.2,0,15.08647
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_102.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_102.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_102.jpg,-0.1444513,0.2,0,15.07864
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_264.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_264.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_264.jpg,-0.1289881,0.2,0,14.53421
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_343.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_343.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_343.jpg,-0.1207073,0.2,0,15.0893
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_410.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_410.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_410.jpg,-0.1167947,0.2,0,14.52977
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_485.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_485.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_485.jpg,-0.1125444,0.2,0,14.5509
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_560.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_560.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_560.jpg,-0.1098306,0.2,0,14.54944
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_637.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_637.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_637.jpg,-0.1088425,0.2,0,14.53399
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_718.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_718.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_718.jpg,-0.1099996,0.2,0,14.5568
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_802.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_802.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_802.jpg,-0.1144936,0.2,0,14.52251
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_878.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_878.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_878.jpg,-0.1242218,0.2,0,14.54489
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_52_957.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_52_957.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_52_957.jpg,-0.100136,0.2,0,14.99318
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_039.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_039.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_039.jpg,-0.05275189,0.2,0,14.52796
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_118.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_118.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_118.jpg,-0.04453919,0.2,0,14.53843
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_191.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_191.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_191.jpg,-0.04115007,0.2,0,14.99567
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_271.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_271.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_271.jpg,-0.0382563,0.2,0,14.98985
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_359.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_359.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_359.jpg,-0.03615188,0.2,0,14.56026
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_428.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_428.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_428.jpg,-0.03556753,0.2,0,14.98998
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_517.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_517.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_517.jpg,-0.03564584,0.2,0,14.56179
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_627.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_627.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_627.jpg,-0.03754931,0.2,0,15.06286
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_744.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_744.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_744.jpg,-0.02132645,0.2,0,14.99021
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_818.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_818.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_818.jpg,0.006454343,0.2,0,14.99918
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_890.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_890.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_890.jpg,0.01070251,0.2,0,14.45691
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_53_990.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_53_990.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_53_990.jpg,0.01277632,0.2,0,14.99276
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_062.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_062.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_062.jpg,0.01317163,0.2,0,14.98969
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_139.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_139.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_139.jpg,0.01315866,0.2,0,14.99564
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_245.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_245.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_245.jpg,0.01298576,0.2,0,14.52349
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_321.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_321.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_321.jpg,0.01289185,0.2,0,14.56298
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_418.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_418.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_418.jpg,0.01300121,0.2,0,15.06044
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_493.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_493.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_493.jpg,0.01326433,0.2,0,14.56273
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_593.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_593.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_593.jpg,0.01431692,0.2,0,15.06086
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_667.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_667.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_667.jpg,0.01621961,0.2,0,15.09513
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_762.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_762.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_762.jpg,0.01211903,0.2,0,14.46593
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_858.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_858.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_858.jpg,0.01079827,0.2,0,14.9898
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_54_968.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_54_968.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_54_968.jpg,0.009813088,0.2,0,14.56253
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_055.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_055.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_055.jpg,0.008996899,0.2,0,15.05935
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_121.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_121.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_121.jpg,0.008564865,0.2,0,14.56299
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_216.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_216.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_216.jpg,0.008067311,0.2,0,14.52543
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_329.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_329.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_329.jpg,0.007493383,0.2,0,14.45698
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_408.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_408.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_408.jpg,0.007203208,0.2,0,14.46648
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_504.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_504.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_504.jpg,0.006968291,0.2,0,14.98974
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_624.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_624.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_624.jpg,0.00694242,0.2,0,15.09438
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_721.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_721.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_721.jpg,0.007202193,0.2,0,14.46646
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_791.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_791.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_791.jpg,0.007566107,0.2,0,15.09571
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_885.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_885.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_885.jpg,0.03062631,0.2,0,14.46386
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_55_986.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_55_986.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_55_986.jpg,0.05836146,0.2,0,14.98974
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_082.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_082.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_082.jpg,0.05862505,0.2,0,14.56284
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_150.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_150.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_150.jpg,0.05716075,0.2,0,14.98952
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_273.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_273.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_273.jpg,0.05353009,0.2,0,15.09338
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_345.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_345.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_345.jpg,0.05120555,0.2,0,15.0578
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_425.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_425.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_425.jpg,0.04914803,0.2,0,15.09409
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_497.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_497.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_497.jpg,0.04754551,0.2,0,15.0707
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_618.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_618.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_618.jpg,0.04626326,0.2,0,14.98896
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_716.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_716.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_716.jpg,0.04658196,0.2,0,14.55509
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_786.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_786.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_786.jpg,0.04763415,0.2,0,14.98919
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_882.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_882.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_882.jpg,0.05190641,0.2,0,14.56022
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_56_993.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_56_993.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_56_993.jpg,0.02199168,0.2,0,15.05797
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_065.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_065.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_065.jpg,0.003930274,0.2,0,15.09511
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_140.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_140.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_140.jpg,-0.0001921551,0.2,0,15.06641
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_263.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_263.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_263.jpg,-0.002173914,0.2,0,14.98975
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_364.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_364.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_364.jpg,-0.002692284,0.2,0,14.56281
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_430.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_430.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_430.jpg,-0.002793928,0.2,0,14.98991
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_556.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_556.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_556.jpg,-0.002786336,0.2,0,14.45694
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_627.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_627.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_627.jpg,-0.002738048,0.2,0,15.06075
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_721.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_721.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_721.jpg,-0.00264506,0.2,0,14.45696
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_793.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_793.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_793.jpg,-0.002601542,0.2,0,15.06012
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_889.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_889.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_889.jpg,-0.002565068,0.2,0,14.45695
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_57_962.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_57_962.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_57_962.jpg,-0.002578911,0.2,0,14.46518
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_58_055.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_58_055.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_58_055.jpg,-0.002656261,0.2,0,14.45696
/home/jiwon/Documents/IMG/center_2018_03_04_08_51_58_127.jpg,/home/jiwon/Documents/IMG/left_2018_03_04_08_51_58_127.jpg,/home/jiwon/Documents/IMG/right_2018_03_04_08_51_58_127.jpg,-0.002843485,0.2,0,14.46551
